source,target,weight
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,554.7645211271996
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,420.16084111795976
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,405.3224215329195
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,405.59848969194707
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,504.22780903948853
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,1416.1748279045676
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,1366.048061812429
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,3234.9687744515254
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,906.6329159866779
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xf576c7f17bc5a834f8bfe6f810a09eb44818c739,1438.9094331415345
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xe000008459b74a91e306a47c808061dfa372000e,604.3391766905962
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xe000008459b74a91e306a47c808061dfa372000e,95.50396941228685
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xe000008459b74a91e306a47c808061dfa372000e,249.7980823127525
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,1112.5654217986055
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,1000.9767463038748
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,471.98133785130983
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,214.25680116144204
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,305.21371400549845
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,374.4525143227277
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,586.1098075452354
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x34aed1097ed46a0a2f1f8accec9b776f9cd56429,832.9087167591703
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x87e347cd9dbdf6261c98999c132e6330b435b6f1,1246.8265830911896
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x3714bd6bc20a4b630fee237c90d597b136409d2a,1190.133685067949
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x3714bd6bc20a4b630fee237c90d597b136409d2a,736.0430419284919
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x3714bd6bc20a4b630fee237c90d597b136409d2a,587.7538932628764
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x3714bd6bc20a4b630fee237c90d597b136409d2a,213.02282580593408
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x3714bd6bc20a4b630fee237c90d597b136409d2a,267.97215510190085
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x304a7fcca098aa23b03d5b8a5fca3edd8acda3ea,2428.183574109201
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xddd075d5a7cac35b6e79b5349d2fe1f6f90c8052,1343.746060188588
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xddd075d5a7cac35b6e79b5349d2fe1f6f90c8052,252.33911666513626
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xb8ac01c520442452202a5faf5179328b8c339eee,2445.02173858466
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xe0cc7649f7dafcf2afcd02ebd63db6eed911fbec,255.09686276857587
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0xb004f6d639dd3124d5b44e71756d638f8c414523,2143.8026853291076
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x83b423d0d5ee32a6dbe07161d7ed79c48c3221cf,971.4990162051187
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x90ac42bb10e379b3c7bc60cff7607b6ec46ff25d,932.1976979962452
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x35d042c9bcc90cfb6cd934717b42c425048bcabc,958.8392720493157
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x84bcffacf1993949a2f55f46943406ec262a1157,4349.653469849874
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1b26c5ab59105955668bc588830e847f6e475a8a,516.3088086947109
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1b26c5ab59105955668bc588830e847f6e475a8a,571.955286480555
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1b26c5ab59105955668bc588830e847f6e475a8a,309.08041261224946
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1b26c5ab59105955668bc588830e847f6e475a8a,686.9346703502468
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1b26c5ab59105955668bc588830e847f6e475a8a,1918.6550088947215
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x7801548e2bbd500ff50fbeaa34bf64c2be719f83,487.48454422454125
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1f11c059be2c4a0df01f583c76c78f5ea78ecaef,848.4662190221649
0x1_0xf165fc6bd6a2ee937ab77311d1078f16711cf007,0x1_0x1f11c059be2c4a0df01f583c76c78f5ea78ecaef,129.34716319001822
0x1_0xdc051705d6d3c52c604b52df4cd7139814eff08b,0x1_0xfd14b6d3ef907d1f06054158ababf4da21d7e30a,195.26645996376348
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,121.25556369924593
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,83.05130507127508
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,205.45067957353072
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,9.202933807935
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,0.42952826146720724
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0xa0000da7787c864dcea5247a35aac1a3476d000a,33.990578318431
0x1_0x35f19a99afa1fee682c28fd6d6e77ae95d8d017d,0x1_0x7000049a822f439d23bdde80e5a2f5ddb5570007,54.70181537478355
0x1_0x95b8235ebe57901d74d489102288a8c19b70ded3,0x1_0x23a104a5f0f67e1be6a959ccfa62c358654e0454,312.2461389453231
0x1_0x95b8235ebe57901d74d489102288a8c19b70ded3,0x1_0x468549bff616f1454d55d2175eb979bf81b82711,158.49098172864782
0x1_0x95b8235ebe57901d74d489102288a8c19b70ded3,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,1214.2847698275518
0x1_0x95b8235ebe57901d74d489102288a8c19b70ded3,0x1_0x21afa269786294acccae241b296f9437245f0594,624.4903098149717
0x1_0xe3ee82411f219953ad1f8afcd1bd970e7081a9c8,0x1_0x14c07a5f107a9d15a6c2d0c131dcb3933386503e,44.111761092593596
0x1_0xe3ee82411f219953ad1f8afcd1bd970e7081a9c8,0x1_0x13c0dec2ac17b2150ec7ac908bf5387f60d3d8b8,39.70462493477395
0x1_0xe3ee82411f219953ad1f8afcd1bd970e7081a9c8,0x1_0x7801548e2bbd500ff50fbeaa34bf64c2be719f83,81.81299956055761
0x1_0x0647b115d2ce02b6589d0cb54abfe5287fca9eaa,0x1_0x836334ae1768b193d7784531e09beb2e07d161d1,7.79222
0x1_0x0647b115d2ce02b6589d0cb54abfe5287fca9eaa,0x1_0x6f5810d5d43795517960e5236abc6e1d5c0cbdc3,6049.0907737259995
0x1_0x0647b115d2ce02b6589d0cb54abfe5287fca9eaa,0x1_0x24b63323a9693d36507eff7ddd50636cd816d3c9,1.88369907711
0x1_0x40b1616967e7d7dff8e65c26cc9e7b6393a0c11c,0x1_0xa000071d5b7f57fb5c3bc7a6b6d75c57d73d000a,15.727949236999999
0x1_0xb713f62a5f72b67f4e48907ae129b74d9c7a712f,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,7.127914388317765
0x1_0x63c9bfae4317b14f758355d86261da83c884d610,0x1_0x5e0fe38f8c1652ca1b804848635bfd1b7593eef0,624.7821539959999
0x1_0xd79fe5ca182b112e62d1466068b572493b88cb24,0x1_0x7594f15d27b58c04b82c3891e6f5f4488b2006e0,707360.4041567644
0x1_0x8b49bb66a68bd4cb0532745775effa6fef2852fc,0x1_0xd7d4deb0c9d0b0bcd4dbe135f1ea715b6273a7c3,205.65615713128398
0x1_0x8b49bb66a68bd4cb0532745775effa6fef2852fc,0x1_0x037655df6ee1eaaa766e8e27ab87d14c7578bccb,691.2970943694697
0x1_0x8b49bb66a68bd4cb0532745775effa6fef2852fc,0x1_0x3d012c8e23961985bbb9708718709c99e7de3aac,383.96914762775907
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x8bef5c8defe0d8ed935675f86663e83c1b0d05e9,1116.7661501599998
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0xdd581e20a280654e95d2b1f3ae83e6132b632c0e,184.61941475
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0xdd581e20a280654e95d2b1f3ae83e6132b632c0e,165.77092455277602
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,640.2262459463053
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,597.1811453199999
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,342.6039507477724
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,315.81650958
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x8fbfa4de0a401499c65bbf3d01519c489c45a1dc,2219.5756120049195
0x1_0xd69de0d2cb5a1d3a52228ebe7beb03d76cca668e,0x1_0x266f85ff57d1e52f2d739cd4e16aefa7b0146fc1,2007.532248
0x1_0xea4c5bd8fb85130439e01ee3a3f0348edcac0858,0x1_0x4e7e25452c55d2ea47afe53e24086577b35e91d9,61.67632598069885
0x1_0xf3f343fc4b4c8892b806cfc9c8f96b72f50458ff,0x1_0x6cbdbb661648ee15e615f2e742158963b66c1e09,30898.309861696285
0x1_0xf3f343fc4b4c8892b806cfc9c8f96b72f50458ff,0x1_0xf5ecace87485d6d40f73ccf36faff63065ad218c,25198.481781629802
0x1_0xcba1a275e2d858ecffaf7a87f606f74b719a8a93,0x1_0x00000639caea2f4991b946c1f68686e4df700000,153.73031972198908
0x1_0x3e351d59929b7f4fe174a29ad285c11bfc528bbf,0x1_0xb9deab2a6c3d1c044c924205c431d95c305c756b,179.8489869390325
0x1_0x3e351d59929b7f4fe174a29ad285c11bfc528bbf,0x1_0xe000008459b74a91e306a47c808061dfa372000e,42.99271870775879
0x1_0x3e351d59929b7f4fe174a29ad285c11bfc528bbf,0x1_0x7801548e2bbd500ff50fbeaa34bf64c2be719f83,29.72858595066953
0x1_0xbe79f6b55ea0cfa844631c4e63b1be1545194f83,0x1_0xdd581e20a280654e95d2b1f3ae83e6132b632c0e,24.103908069248398
0x1_0xbe79f6b55ea0cfa844631c4e63b1be1545194f83,0x1_0xdd581e20a280654e95d2b1f3ae83e6132b632c0e,30.352886568193792
0x1_0xdc9173569d2c0801f90f1529f7c4de0e422394a0,0x1_0xb99bcff726fe908c72aad3edced34414da2ff6eb,85.47290391050515
0x1_0xdc9173569d2c0801f90f1529f7c4de0e422394a0,0x1_0x5018c3c0a4404c395bcc757d8cb61e21e9db9a3f,395.230636462775
0x1_0xdc9173569d2c0801f90f1529f7c4de0e422394a0,0x1_0x356f9383566e6d16fb49e0dca830b5aa04d57259,786.3260600215499
0x1_0xdc9173569d2c0801f90f1529f7c4de0e422394a0,0x1_0x2d353917e7bbc43d756443601fee7ebbf0003571,225.09453579871362
0x1_0x7d8fb64b0c1a72f66886bc14345c35bbdfdbeea4,0x1_0x8e6cf3734bc9f1262ea6688bdb5b29bbb5acbac1,67.40211595815683
0x1_0x79d4afa8af6c3a4d78601320efccbea14a4b9baa,0x1_0x6e7c90c493f253f574887bfc9731b151125a723f,50.08332816
0x1_0x9f420ad6f39aa1fc0a689418fb47f84a8308621e,0x1_0x0000000002a70a5a249ba633db4ee5fc9f90d611,77.600507
0x1_0x74914d89795f3afbac4e031efa78abeb178fa896,0x1_0x3d7fac34bac6bb928ffeefc5ac9d9feca91fb886,16365.921350838882
0x1_0x74914d89795f3afbac4e031efa78abeb178fa896,0x1_0x54870bfc2b65fc4a4766e60aeccf50537fc48241,8209.067020941826
0x1_0x74914d89795f3afbac4e031efa78abeb178fa896,0x1_0x9046c83d885e5c5a7a87e1631e223985e9cd221f,3553.071890442642
0x1_0xa575ee1d6ca04335670e70cbe3d63a7269b29420,0x1_0x550429dafb673162a7c6d176c378f61d9810b41f,8.11223384
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,411.5949173483372
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x4a718dbc3193c678650b5b693db7bc79b0078bc1,461.6236547877902
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0xa000071d5b7f57fb5c3bc7a6b6d75c57d73d000a,145.76502398242172
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0xa000071d5b7f57fb5c3bc7a6b6d75c57d73d000a,300.7200810330303
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x54870bfc2b65fc4a4766e60aeccf50537fc48241,755.3134811637843
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x5a3235750138863849dec769f590b67832b8a2df,915.4752281128992
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x304a7fcca098aa23b03d5b8a5fca3edd8acda3ea,8560.38127146724
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0xf0000376376ec16c18f5e94fd5d04b0e766e000f,2243.5456840805655
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0xd6506c1800bc54c157962d958e7e294ce46e58ad,3934.6139770122995
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x5df4fb15ff0c92084c470abb24e7aa379c3ff954,1509.751276224312
0x1_0x053b8c29a1c921bff5506d7b25815e8075dcdc17,0x1_0x5c280af6cc13383c2c5ce93b1168deb62d48feb7,724.7897090439171
0x1_0x61a8d768de76361e2538f1d4f490118d881da0cc,0x1_0xb40ca6f9af318ae2919265d90c8e4449eed03671,35842.57294665866
0x1_0x61a8d768de76361e2538f1d4f490118d881da0cc,0x1_0x2a78d8a38c8472137875ed7e8240da30bcb31c1a,31030.727085239614
0x1_0x8e98cdee7b4b5766bd695b3f593d5e053baf0919,0x1_0x809c32ce14545bfbb853f86ab7c155446faa9edc,166.65678148617548
0x1_0x6b72f6bb48bf7279fc57304ded7d9fa8307acbd6,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,64.60057079640698
0x1_0x6b72f6bb48bf7279fc57304ded7d9fa8307acbd6,0x1_0x82f3c010a2fe52e8c3e721b3eac2ab461b90d44f,3795.9767370133995
0x1_0x6b72f6bb48bf7279fc57304ded7d9fa8307acbd6,0x1_0xe0cc7649f7dafcf2afcd02ebd63db6eed911fbec,256.1148406865404
0x1_0x6b72f6bb48bf7279fc57304ded7d9fa8307acbd6,0x1_0x84bcffacf1993949a2f55f46943406ec262a1157,958.8244850808018
0x1_0x6b72f6bb48bf7279fc57304ded7d9fa8307acbd6,0x1_0x3101cbc9d002087d4decbbea6178ad1cfae94163,32.564080123641155
0x1_0xc5d2ea21b9725bca4438c9f51620b8af8cc0883b,0x1_0x9ff7a87acc2944e670f5582a516b7892a6d85acb,393.7880011562824
0x1_0x187f4db433475240a524a75cae57b4a6fc36dcc4,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,1565.2337784651104
0x1_0xabf2f7d86dcc81cf4b1a21c1cbb8a6aaecf112da,0x1_0x24f8d8526158bf97de53138d7ec8c6c0833ed526,39.04490428781693
0x1_0xd001a432318c1eb228c5e9ac9a55c24f2f32ef2a,0x1_0x5d93ee78d80db7824fd77f09d1bc142b7507ddcf,8637.770826532029
0x1_0xd001a432318c1eb228c5e9ac9a55c24f2f32ef2a,0x1_0x0000000002a70a5a249ba633db4ee5fc9f90d611,567.474742655886
0x1_0xd001a432318c1eb228c5e9ac9a55c24f2f32ef2a,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,145.370848
0x1_0xd001a432318c1eb228c5e9ac9a55c24f2f32ef2a,0x1_0xeef6812877cda42d51a823f9bef264b73f90ec6a,1124.04454721129
0x1_0xd001a432318c1eb228c5e9ac9a55c24f2f32ef2a,0x1_0xaa6216c8f4a2248560988f7961c6a5414206fc4c,2216.305653562
0x1_0x64ac224f3131e56aa9d9ff9fa3656e798f469ddf,0x1_0xa5939091596036833fb13351024d7c649359f507,1950.1187113098567
0x1_0x64ac224f3131e56aa9d9ff9fa3656e798f469ddf,0x1_0x5a3235750138863849dec769f590b67832b8a2df,2041.0871204705775
0x1_0x64ac224f3131e56aa9d9ff9fa3656e798f469ddf,0x1_0x5a3235750138863849dec769f590b67832b8a2df,567.3764875466043
0x1_0x64ac224f3131e56aa9d9ff9fa3656e798f469ddf,0x1_0xb8ac01c520442452202a5faf5179328b8c339eee,2173.0242317563175
0x1_0x2836b0c924ee801ae9a7819ecf5e997b3d421aaa,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,32.257843749871164
0x1_0x2836b0c924ee801ae9a7819ecf5e997b3d421aaa,0x1_0x356f9383566e6d16fb49e0dca830b5aa04d57259,106.8867632624777
0x1_0x0dba9d739b4ef49ebf12dab9cf281c4e62a55aae,0x1_0x0898d3d71b273d46b0feb918ca7786670c0a12a7,717133.0415701556
0x1_0x0bc55bb93c51b0d00f3aaec788ab2f56c9092081,0x1_0xa632ec67d8cce2d812ae99650450c6db9f827608,1162.8052941220806
0x1_0x85bb21b71b0bccc2d42ec42def3650c7e49479f5,0x1_0x5a3235750138863849dec769f590b67832b8a2df,1422.2061692549948
0x1_0x85bb21b71b0bccc2d42ec42def3650c7e49479f5,0x1_0x5a3235750138863849dec769f590b67832b8a2df,362.65195270944963
0x1_0x85bb21b71b0bccc2d42ec42def3650c7e49479f5,0x1_0x5a3235750138863849dec769f590b67832b8a2df,375.8653177285871
0x1_0x85bb21b71b0bccc2d42ec42def3650c7e49479f5,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,712.789943754142
0x1_0x85bb21b71b0bccc2d42ec42def3650c7e49479f5,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,174.2061277260945
0x1_0xecd86f675a4cf76181f4ea0481f2aec8b679dee3,0x1_0xf576c7f17bc5a834f8bfe6f810a09eb44818c739,398.2641821126088
0x1_0x08ceb3de2beffa41b3c4140affd5b7e9e5db0367,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,12.418718311208982
0x1_0x433f8fffde642fa84589641c5d6f4d822fe3a14b,0x1_0xb99bcff726fe908c72aad3edced34414da2ff6eb,73.07153783843516
0x1_0x433f8fffde642fa84589641c5d6f4d822fe3a14b,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,36.73127359177038
0x1_0x433f8fffde642fa84589641c5d6f4d822fe3a14b,0x1_0x9cc68a0947d8be38ec7c3504ea31a09a26b7f441,147.27710034813603
0x1_0x433f8fffde642fa84589641c5d6f4d822fe3a14b,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,294.553672624116
0x1_0x7ebb6e62d6b3c0844e8428e7f474dc26796c9226,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,3172.6821981260127
0x1_0x7ebb6e62d6b3c0844e8428e7f474dc26796c9226,0x1_0xfe2c6edc3e5d0f333f6165652786ed873765c438,405.7003167713565
0x1_0x7ebb6e62d6b3c0844e8428e7f474dc26796c9226,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,134.2328655588479
0x1_0x55cc5f2ecf7ce5df1324f7edfa961dbc73487221,0x1_0x468549bff616f1454d55d2175eb979bf81b82711,3063.409344218099
0x1_0x55cc5f2ecf7ce5df1324f7edfa961dbc73487221,0x1_0x5a3235750138863849dec769f590b67832b8a2df,1747.7056407625485
0x1_0x55cc5f2ecf7ce5df1324f7edfa961dbc73487221,0x1_0x581e3faa6be4b31fcbabab9bf726332562f96be9,3644.3356747603348
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0x14c07a5f107a9d15a6c2d0c131dcb3933386503e,23.116785505871775
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,19.008916286255822
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,16.694531823660174
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,11.926690396631116
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,9.654360946885609
0x1_0x82e763261c2e57ee7727e3c6b85a1a7d776cd1fe,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,8.642809048979952
0x1_0x0e124fb703bae79cbc11a6cfda5c40a766d20394,0x1_0x8bf62616e8248b68b6f9be83ad3551b960cf1d5e,3062.3427836858837
0x1_0x0e124fb703bae79cbc11a6cfda5c40a766d20394,0x1_0x56197d2ffe5565931be682e84aba2802cf8df3b6,1707.8468217430955
0x1_0x3c51f2ca0c9e180e24f9179c47aecf0fb5c85057,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,3.8877572703123415
0x1_0x3c51f2ca0c9e180e24f9179c47aecf0fb5c85057,0x1_0xa000071d5b7f57fb5c3bc7a6b6d75c57d73d000a,9.31112151713604
0x1_0xbd0ef14bc1af4f728d4e009ec8fe619f20b7c3b4,0x1_0xb00008edc2d358bf7812a5740c3f546b262a000b,0.2755572853770835
0x1_0xbd0ef14bc1af4f728d4e009ec8fe619f20b7c3b4,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,0.03444466119692635
0x1_0xbd0ef14bc1af4f728d4e009ec8fe619f20b7c3b4,0x1_0x800006401ef35897c744ca74841ec3cdffb40008,9.67811317868908
0x1_0x97db0e57b1c315a08cc889ed405adb100d7f137d,0x1_0xc00001c3cfcadfd33965a6bedfbc74e0ca01000c,8.27716208
0x1_0x97db0e57b1c315a08cc889ed405adb100d7f137d,0x1_0xd5ecd8baea05b520dc0f44a17bc0f71e13e3cd2e,29.244104889999996
0x1_0xea3ce02ebc991992f0f504a27f5b860cd40dbbd2,0x1_0x93d2b3847f418ecf61a0d58d88d60082c6cc4986,5674.87457997
0x1_0xea3ce02ebc991992f0f504a27f5b860cd40dbbd2,0x1_0xef7ac9859542ce9add71f49f743be135624df4f5,10621.744936698
0x1_0x17ea381b38da6633eaeaffd3cc4351028cdba7d1,0x1_0x2ecc805a23958ba7675906e3f2f62943cd665e21,12478.30165884358
0x1_0x17ea381b38da6633eaeaffd3cc4351028cdba7d1,0x1_0xd9f23208b18910acb917681df206fe0b4f52d229,3645.9824846657334
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0x331d6e1a2f6386e3e8fec4dab259473ad1a2fbef,3338.5298379101832
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0x93d2b3847f418ecf61a0d58d88d60082c6cc4986,2438.956194052752
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0xef7ac9859542ce9add71f49f743be135624df4f5,1530.1317422309999
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0xb3ac75ba8f35241b7435fff7077352585d61a9fd,3086.0871546
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0xc5d128232d8b6d7d25d0ba2b5c1155bd746647ed,1879.2934189837297
0x1_0xfe8260a826dc1f6e606118a2069f564d7a50ae5f,0x1_0xc5d128232d8b6d7d25d0ba2b5c1155bd746647ed,1236.5845075499997
0x1_0x500bea59133e20dc63b7e88913b30348494b84ba,0x1_0xf576c7f17bc5a834f8bfe6f810a09eb44818c739,234.80332429901705
0x1_0x500bea59133e20dc63b7e88913b30348494b84ba,0x1_0x0e1e1fde4b509104fe9b40df7ab925c0d831a8ac,394.42861847664534
0x1_0x500bea59133e20dc63b7e88913b30348494b84ba,0x1_0x7801548e2bbd500ff50fbeaa34bf64c2be719f83,219.58937207854294
0x1_0x8c989351db8f991260a123df582bc86fde96afe4,0x1_0x14c07a5f107a9d15a6c2d0c131dcb3933386503e,16.337764530287235
0x1_0x8c989351db8f991260a123df582bc86fde96afe4,0x1_0xfc76ef7f67c8cf332f5a0bf44afecd880d50579d,10.843185921492099
0x1_0x6a58526a51647a5e18fefa5c4fcda56d482ed27c,0x1_0x29ca536fade964ec6bafc84a29d7f2da255fec96,2940.395633493
0x1_0x4f2b2419d6e6b887b803dc27a4e0ecab7d8c85b4,0x1_0xdaf211344fe49b22bc737764dfbe957a07baad27,732.7626639624211
0x1_0x4f2b2419d6e6b887b803dc27a4e0ecab7d8c85b4,0x1_0x19e4a1c4095c90800afe8df09512e361755bc161,365.66005515880903
0x1_0xf79a35de4ce6c7d40f513e04915db2eab2f2fe2b,0x1_0x0177ffdf6b5c00ff8eab1a498ea10191ebc965db,9295.586345712383
0x1_0xf79a35de4ce6c7d40f513e04915db2eab2f2fe2b,0x1_0x700000b3c40d68c3b29716e5e436caade4f30007,27057.892351489998
